scenario,policy_scenario,policy_severity,events,wind_shares,total_damage_usd,wind_total_usd,water_total_usd,underinsured_wind_usd,uninsured_wind_usd,nfip_policyholder_shortfall_usd,wind_insured_private_usd,wind_insured_citizens_usd,wind_underinsured_usd,wind_uninsured_usd,flood_insured_capped_usd,flood_un_derinsured_usd,wind_insured_private_pct,wind_insured_citizens_pct,wind_underinsured_pct,wind_uninsured_pct,flood_insured_capped_pct,flood_un_derinsured_pct,insured_private_wind_pre_usd,insured_citizens_wind_pre_usd,insured_flood_pre_usd,defaults_pre,defaults_post,rescued_defaults,default_companies_pre,default_companies_post,group_contrib_total_usd,group_supported_companies,defaulted_premium_base_pct,largest_entity_deficit_usd,diag_group_shortfall_total_usd,diag_groups_with_shortfall,diag_groups_fully_funded_share,figa_residual_deficit_usd,figa_collected_usd,citizens_residual_deficit_usd,citizens_tier1_usd,citizens_tier2_usd,citizens_tier1_capacity_usd,citizens_tier2_capacity_usd,nfip_borrowed_usd,nfip_claims_paid_usd,nfip_pool_used_usd,nfip_fl_premium_base_usd,nfip_fl_premium_depletion_usd,underinsured_flood_usd,fhcf_cap_binding,fhcf_total_precap_usd,fhcf_total_postcap_usd,fhcf_shortfall_usd,fhcf_scaling_factor,fhcf_recovery_private_usd,fhcf_recovery_citizens_usd,catbond_payout_usd,catbond_unfilled_usd,catbond_triggers,catbond_limit_in_force_usd,catbond_issue_volume_year_usd,iter
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.6466763379335798}",170354720952.15982,110164367095.03961,60190353857.12022,18385226386.85963,34332037409.618645,0.0,42005550859.40461,15441552439.156727,18385226386.85963,34332037409.618645,17692182490.301872,42498171366.81834,24.657696965850974,9.064352518585693,10.79231986298912,20.153264445932205,10.385495859119931,24.946870347522076,42005550859.40461,15441552439.156727,17692182490.301872,29,18,11,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;Auto Club Insurance Co. of FL;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;Castle Key Insurance Co.;Homesite Insurance Co.;State Farm FL Ins Co;AIG Property Casualty Co.;Foremost P&C Insurance Co.;ASI Preferred Insurance Corp.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;American Platinum P&C Ins Co.,4125091658.8598156,11,35.166819401784345,1743617919.9561415,24217312.153608054,1,0.9811320754716981,7457848364.481961,311486220.0,9734115483.27319,539937478.65,359958319.1,539937478.65,359958319.1,14251182490.301872,17692182490.301872,3441000000.0,1395853723.0,1395853723.0,0.0,True,19064369366.33436,17000000000.0,2064369366.3343582,0.8917158324691393,12486969141.78325,4513030858.216747,2148974364.210968,0.0,14,9464500000.0,9464500000.0,1
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.6374503055728079}",170354720952.1598,108592668926.7247,61762052025.435104,39206392290.314186,37120966685.91729,0.0,24664140470.681503,7601169479.811733,39206392290.314186,37120966685.91729,18151447156.4264,43610604869.0087,14.478107993031704,4.4619658541463885,23.014561657686258,21.790395052416457,10.655089013660982,25.59988042905822,24664140470.681503,7601169479.811733,18151447156.4264,26,17,9,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Universal North America Ins Co;Auto Club Insurance Co. of FL;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;Homesite Insurance Co.;State Farm FL Ins Co;AIG Property Casualty Co.;ASI Preferred Insurance Corp.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Universal North America Ins Co;American Platinum P&C Ins Co.,1558177107.067175,9,34.45361965929429,1158212735.8379872,1680539.8400848694,1,0.9811320754716981,3853914402.743452,319362300.0,3226636222.3432865,539937478.65,359958319.1,539937478.65,359958319.1,14710447156.4264,18151447156.4264,3441000000.0,1395853723.0,1395853723.0,0.0,False,9168228306.97357,9168228306.97357,0.0,1.0,5897975961.772394,3270252345.201176,2124999999.9999998,0.0,13,9464500000.0,9464500000.0,2
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.5310082183274566}",170354720952.15985,90459756856.47746,79894964095.68237,20923049238.884567,39672734627.25478,0.0,22272134103.290615,7591838887.047485,20923049238.884567,39672734627.25478,23450050905.984947,56444913189.69742,13.07397527864533,4.456488698766075,12.282048376434673,23.28830947889959,13.765424741337428,33.13375342591689,22272134103.290615,7591838887.047485,23450050905.984947,24,16,8,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Auto Club Insurance Co. of FL;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;State Farm FL Ins Co;AIG Property Casualty Co.;ASI Preferred Insurance Corp.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;American Platinum P&C Ins Co.,1327230235.778344,8,34.139892835311265,1344545909.1441042,1443245.8432500511,1,0.9811320754716981,4045812500.0141516,322826880.0,4408255985.106174,539937478.65,359958319.1,539937478.65,359958319.1,20009050905.984947,23450050905.984947,3441000000.0,1395853723.0,1395853723.0,0.0,False,6215597869.413002,6215597869.413002,0.0,1.0,4188395791.8380923,2027202077.5749102,2114360576.9159956,0.0,13,9464500000.0,9464500000.0,3
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.7056572148009131}",170354720952.1598,120212037915.28784,50142683036.87193,20689343904.420574,58906707752.42872,0.0,33819034013.916958,6796952244.521606,20689343904.420574,58906707752.42872,14756160627.059504,35386522409.81244,19.85212609600309,3.9898819395973035,12.144860904812084,34.57885253967884,8.662020368195979,20.772258151712702,33819034013.916958,6796952244.521606,14756160627.059504,27,17,10,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Universal North America Ins Co;Auto Club Insurance Co. of FL;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;Homesite Insurance Co.;State Farm FL Ins Co;AIG Property Casualty Co.;Foremost P&C Insurance Co.;ASI Preferred Insurance Corp.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Universal North America Ins Co;American Platinum P&C Ins Co.,2419951973.395548,10,34.45361965929429,1457831349.2204096,5545755.606037375,1,0.9811320754716981,5688779155.036896,319362300.0,4599318284.691458,539937478.65,359958319.1,539937478.65,359958319.1,11315160627.059504,14756160627.059504,3441000000.0,1395853723.0,1395853723.0,0.0,False,11658949348.591333,11658949348.591333,0.0,1.0,10576309166.581793,1082640182.00954,2125000000.0,0.0,13,9464500000.0,9464500000.0,4
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.7947765763247159}",170354720952.15982,135393941879.10995,34960779073.04987,12513427137.878815,88970788650.51201,0.0,27489920934.40242,6419805156.316696,12513427137.878815,88970788650.51201,10319868598.702013,24640910474.34787,16.136870631323642,3.7684926607461318,7.345512391988784,52.226781948413034,6.057870624906315,14.46447174262209,27489920934.40242,6419805156.316696,10319868598.702013,26,17,9,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Universal North America Ins Co;Auto Club Insurance Co. of FL;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;Homesite Insurance Co.;State Farm FL Ins Co;AIG Property Casualty Co.;ASI Preferred Insurance Corp.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Universal North America Ins Co;American Platinum P&C Ins Co.,1907761121.3272054,9,34.45361965929429,1368898841.7186491,7239581.427041493,1,0.9811320754716981,4773086618.518876,319362300.0,3678954887.8252525,539937478.65,359958319.1,539937478.65,359958319.1,6878868598.702013,10319868598.702013,3441000000.0,1395853723.0,1395853723.0,0.0,False,8248057623.388631,8248057623.388631,0.0,1.0,6610221115.674924,1637836507.7137067,2125000000.0,0.0,13,9464500000.0,9464500000.0,5
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.7464213169812842}",170354720952.15982,127156395167.09033,43198325785.06948,32636700488.461937,44092583863.48827,0.0,37260359419.39698,13166751395.743147,32636700488.461937,44092583863.48827,12726955542.39751,30471370242.67197,21.87222004247284,7.729020553202471,19.158083970932157,25.882807131520973,7.47085579505107,17.887012506820486,37260359419.39698,13166751395.743147,12726955542.39751,28,18,10,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;Auto Club Insurance Co. of FL;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;Homesite Insurance Co.;State Farm FL Ins Co;AIG Property Casualty Co.;Foremost P&C Insurance Co.;ASI Preferred Insurance Corp.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;American Platinum P&C Ins Co.,3010104159.282794,10,35.166819401784345,1551354310.7828805,17157663.998976536,1,0.9811320754716981,6307475761.993722,311486220.0,6960646995.51674,539937478.65,359958319.1,539937478.65,359958319.1,9285955542.39751,12726955542.39751,3441000000.0,1395853723.0,1395853723.0,0.0,True,17608738576.294838,17000000000.0,608738576.294838,0.9654297453700442,11958749874.910177,5041250125.089822,2125000000.0000002,0.0,13,9464500000.0,9464500000.0,6
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.690344131267792}",170354720952.15982,117603381843.0859,52751339109.073906,13151360134.093857,63119903082.52749,0.0,33382429830.43761,7949688796.02696,13151360134.093857,63119903082.52749,15518433933.847202,37232905175.2267,19.595834881389813,4.66655033191563,7.71998572190266,37.05204219157111,9.109482758746202,21.856104114474583,33382429830.43761,7949688796.02696,15518433933.847202,26,18,8,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;Homesite Insurance Co.;State Farm FL Ins Co;AIG Property Casualty Co.;ASI Preferred Insurance Corp.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;American Platinum P&C Ins Co.,2585086281.543228,8,35.166819401784345,1362573528.3691704,5936339.704622239,1,0.9811320754716981,5031531560.961346,311486220.0,3365408335.7909684,539937478.65,359958319.1,539937478.65,359958319.1,12077433933.847202,15518433933.847202,3441000000.0,1395853723.0,1395853723.0,0.0,False,14251746701.63831,14251746701.63831,0.0,1.0,10746242953.939026,3505503747.6992846,2125000000.0000002,0.0,13,9464500000.0,9464500000.0,7
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.5880049308616303}",170354720952.15985,100169415915.4271,70185305036.73274,19494173314.13713,49565779619.50188,0.0,25351100356.80065,5758362624.987415,19494173314.13713,49565779619.50188,20612799189.4721,49572505847.260635,14.881360619245717,3.380218988239555,11.44328328864547,29.095630190032285,12.099928357876694,29.099578555960253,25351100356.80065,5758362624.987415,20612799189.4721,26,17,9,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Universal North America Ins Co;Auto Club Insurance Co. of FL;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;Homesite Insurance Co.;State Farm FL Ins Co;AIG Property Casualty Co.;ASI Preferred Insurance Corp.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Universal North America Ins Co;American Platinum P&C Ins Co.,1846125826.3295622,9,34.45361965929429,1737915967.310741,6436888.482206635,1,0.9811320754716981,5098622165.6765,319362300.0,3402705737.8883495,539937478.65,359958319.1,539937478.65,359958319.1,17171799189.4721,20612799189.4721,3441000000.0,1395853723.0,1395853723.0,0.0,False,5671965837.449261,5671965837.449261,0.0,1.0,4408825601.325606,1263140236.1236548,2125000000.0,0.0,13,9464500000.0,9464500000.0,8
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.8060693487176859}",170354720952.1598,137317718968.89058,33037001983.269226,34437225309.633865,44515994616.43974,0.0,44974226685.719765,13390272357.097214,34437225309.633865,44515994616.43974,9757723232.21386,23279278751.05537,26.400340674063116,7.8602296914668806,20.215010841586697,26.13135366465191,5.727885424997463,13.665179703233948,44974226685.719765,13390272357.097214,9757723232.21386,31,19,12,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Vault E&S Insurance Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;Auto Club Insurance Co. of FL;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;Castle Key Insurance Co.;Homesite Insurance Co.;State Farm FL Ins Co;AIG Property Casualty Co.;Foremost P&C Insurance Co.;ASI Preferred Insurance Corp.;Nationwide P&C Insurance Co.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Vault E&S Insurance Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;American Platinum P&C Ins Co.,4139157017.067175,12,35.41856476294073,2317226715.5421877,18978885.182671785,1,0.9811320754716981,8996403580.585026,308706120.0,7953845782.102827,539937478.65,359958319.1,539937478.65,359958319.1,6316723232.21386,9757723232.21386,3441000000.0,1395853723.0,1395853723.0,0.0,True,17892732999.430935,17000000000.0,892732999.4309349,0.9501063923851473,12703089293.803053,4296910706.19695,2125000000.0,0.0,13,9464500000.0,9464500000.0,9
great_miami,baseline,,1926255N15314,"{""1926255N15314"": 0.7272475603435673}",170354720952.1598,123890055205.4674,46464665746.69239,20377106957.555706,47237853852.09264,0.0,44694229812.80218,11580864583.016897,20377106957.555706,47237853852.09264,13681410133.085438,32783255613.606945,26.235979586003683,6.798088434701564,11.961574556702862,27.72911345694864,8.031130605959284,19.24411335968398,44694229812.80218,11580864583.016897,13681410133.085438,31,20,11,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Vault E&S Insurance Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;Auto Club Insurance Co. of FL;American Platinum P&C Ins Co.;FL Farm Bureau General Ins Co.;Castle Key Insurance Co.;Homesite Insurance Co.;State Farm FL Ins Co;AIG Property Casualty Co.;Foremost P&C Insurance Co.;ASI Preferred Insurance Corp.;Nationwide P&C Insurance Co.;ACE Ins Co. of the Midwest;Castle Key Indemnity Co.;First Liberty Insurance Corp.,Universal P&C Insurance Co.;Florida Family Insurance Co.;First Protective Insurance Co.;Cypress P&C Insurance Co.;Florida Peninsula Insurance Co;Tower Hill Insurance Exchange;Kin Interinsurance Network;Heritage P&C Insurance Co.;Florida Family Home Ins Co.;US Coastal P&C Insurance Co.;TypTap Insurance Co.;Homeowners Choice P&C Ins Co.;Vault E&S Insurance Co.;Edison Insurance Co.;Safe Harbor Insurance Co.;GeoVera Specialty Insurance Co;Florida Farm Bureau Cas Ins Co;Universal North America Ins Co;American Platinum P&C Ins Co.;Castle Key Indemnity Co.,4476391533.907503,12,37.15668623671953,2318321476.2372184,31606557.338838696,1,0.9811320754716981,9416107661.041433,289511520.0,5828851944.492776,539937478.65,359958319.1,539937478.65,359958319.1,10240410133.085438,13681410133.085438,3441000000.0,1395853723.0,1395853723.0,0.0,True,21719089696.24788,16999999999.999998,4719089696.247881,0.7827215706437671,12339956405.477892,4660043594.522106,2125000000.0,0.0,13,9464500000.0,9464500000.0,10
